id_driver,date_registration,driver_rating,gold_level_count,receive_marketing,country_code,service_type,,,,,,
8563513,27-11-2013,5,34,TRUE,DE,PHV,,,,,,
56496454,30-12-2019,4.84,0,TRUE,DE,PHV,,,,,,
22646961,03-08-2017,4.9,5,TRUE,ES,TAXI,,,,,,
20234239,21-10-2013,4.81,71,TRUE,ES,TAXI,,,,,,
57174565,30-01-2020,4.9,3,TRUE,DE,PHV,,,,,,
33019082,06-11-2018,4.67,22,TRUE,ES,TAXI,,,,,,
951536,09-02-2012,4.27,0,TRUE,DE,TAXI,,,,,,
6770703,24-07-2013,4.9,42,TRUE,DE,TAXI,,,,,,
222697,22-07-2011,4.86,10,FALSE,DE,TAXI,,,,,,
16326883,07-03-2016,4.94,10,TRUE,DE,TAXI,,,,,,
24277613,22-11-2017,4.9,21,FALSE,DE,TAXI,,,,,,
53169000,14-08-2019,4.8,23,FALSE,ES,TAXI,,,,,,
4664650,05-03-2013,4.9,36,TRUE,ES,TAXI,,,,,,
21671462,30-05-2017,4.91,3,FALSE,DE,TAXI,,,,,,
508774,15-12-2011,4.93,7,TRUE,DE,TAXI,,,,,,
24990471,03-01-2018,4.96,3,TRUE,ES,TAXI,,,,,,
17970102,09-08-2016,4.66,50,FALSE,DE,TAXI,,,,,,
34580358,21-01-2019,4.95,2,FALSE,DE,TAXI,,,,,,
49210674,25-04-2019,4.98,24,FALSE,ES,TAXI,,,,,,
12782671,30-10-2014,4.86,2,TRUE,ES,TAXI,,,,,,
19429456,21-12-2016,4.83,18,TRUE,ES,TAXI,,,,,,
19971151,13-05-2013,4.95,46,TRUE,ES,TAXI,,,,,,
57601424,18-02-2020,5,0,FALSE,DE,TAXI,,,,,,
1183653,25-04-2012,4.85,9,FALSE,DE,TAXI,,,,,,
4425302,15-02-2013,4.95,30,TRUE,DE,TAXI,,,,,,
6036006,05-06-2013,4.05,11,FALSE,DE,TAXI,,,,,,
24171343,15-11-2017,4.94,4,TRUE,DE,TAXI,,,,,,
15960927,26-01-2016,4.88,69,TRUE,DE,TAXI,,,,,,
18576524,05-10-2016,4.88,63,TRUE,DE,TAXI,,,,,,
52215779,03-07-2019,4.91,2,FALSE,DE,TAXI,,,,,,
33929504,19-12-2018,4.73,25,TRUE,ES,TAXI,,,,,,
14633950,21-08-2015,4.95,25,TRUE,DE,TAXI,,,,,,
21853903,12-06-2017,4.72,12,FALSE,DE,TAXI,,,,,,
2274579,18-09-2012,4.97,0,TRUE,DE,TAXI,,,,,,
21785711,07-06-2017,4.86,90,TRUE,DE,TAXI,,,,,,
13638020,06-02-2015,4.91,17,FALSE,DE,TAXI,,,,,,
24497832,06-12-2017,4.85,0,FALSE,DE,TAXI,,,,,,
52887774,01-08-2019,5,0,TRUE,DE,PHV,,,,,,
30600392,17-07-2018,4.97,40,FALSE,DE,TAXI,,,,,,
1043151,01-03-2012,4.88,0,TRUE,DE,TAXI,,,,,,
54371077,04-10-2019,4.86,6,FALSE,ES,TAXI,,,,,,
23093417,05-09-2017,4.82,55,TRUE,DE,TAXI,,,,,,
14329074,19-06-2015,4.94,14,FALSE,DE,TAXI,,,,,,
20474401,07-03-2014,4.76,0,TRUE,ES,TAXI,,,,,,
54483881,08-10-2019,5,0,TRUE,DE,PHV,,,,,,
25125282,15-01-2018,4.91,27,TRUE,ES,TAXI,,,,,,
56195198,19-12-2019,4.92,0,TRUE,DE,PHV,,,,,,
12772183,29-10-2014,4.95,94,TRUE,DE,TAXI,,,,,,
22936143,24-08-2017,4.93,4,TRUE,DE,TAXI,,,,,,
57822819,27-02-2020,4.98,0,TRUE,DE,PHV,,,,,,
22087134,28-06-2017,4.98,65,TRUE,DE,TAXI,,,,,,
23321149,20-09-2017,4.74,5,FALSE,DE,TAXI,,,,,,
31947198,17-09-2018,4.83,0,FALSE,DE,TAXI,,,,,,
24198381,17-11-2017,4.94,0,TRUE,ES,TAXI,,,,,,
3945620,10-01-2013,4.85,117,TRUE,DE,TAXI,,,,,,
54504116,09-10-2019,4.88,0,TRUE,DE,PHV,,,,,,
214637,20-07-2011,4.92,11,TRUE,DE,TAXI,,,,,,
23651203,09-10-2017,4.97,55,TRUE,ES,TAXI,,,,,,
984309,15-02-2012,4.87,3,TRUE,DE,TAXI,,,,,,
47565791,07-03-2019,4.9,33,TRUE,ES,TAXI,,,,,,
43316315,20-02-2019,4.88,20,TRUE,ES,TAXI,,,,,,
34121828,28-12-2018,4.96,2,TRUE,DE,TAXI,,,,,,
35575709,12-02-2019,4.97,5,FALSE,DE,TAXI,,,,,,
22062237,26-06-2017,4.98,7,FALSE,DE,TAXI,,,,,,
15053229,26-10-2015,4.9,0,FALSE,DE,TAXI,,,,,,
14230571,29-05-2015,4.97,0,TRUE,ES,TAXI,,,,,,
31073417,03-08-2018,4.94,31,FALSE,DE,TAXI,,,,,,
34470211,15-01-2019,4.71,2,FALSE,DE,TAXI,,,,,,
2308195,21-09-2012,4.98,40,TRUE,DE,TAXI,,,,,,
53453122,27-08-2019,4.99,0,TRUE,DE,PHV,,,,,,
20387849,22-03-2017,4.93,0,FALSE,DE,TAXI,,,,,,
14828184,25-09-2015,4.98,1,FALSE,DE,TAXI,,,,,,
16178514,19-02-2016,4.98,38,TRUE,DE,TAXI,,,,,,
46839803,01-03-2019,4.91,0,FALSE,DE,TAXI,,,,,,
22204709,05-07-2017,4.92,5,TRUE,DE,TAXI,,,,,,
21032630,09-05-2017,4.92,35,FALSE,DE,TAXI,,,,,,
19918359,30-10-2014,4.8,0,TRUE,ES,TAXI,,,,,,
25643330,20-02-2018,4.96,38,TRUE,ES,TAXI,,,,,,
48367311,20-03-2019,4.86,6,TRUE,ES,TAXI,,,,,,
27398244,18-04-2018,4.87,11,TRUE,ES,TAXI,,,,,,
16627652,06-04-2016,4.94,120,TRUE,ES,TAXI,,,,,,
16296489,04-03-2016,4.92,48,TRUE,DE,TAXI,,,,,,
33451750,27-11-2018,4.96,1,FALSE,ES,TAXI,,,,,,
56146813,17-12-2019,5,4,TRUE,DE,TAXI,,,,,,
48713914,03-04-2019,4.76,1,FALSE,ES,TAXI,,,,,,
16046579,04-02-2016,4.66,1,TRUE,DE,TAXI,,,,,,
4394526,12-02-2013,4.8,1,TRUE,DE,TAXI,,,,,,
24273890,22-11-2017,5,2,TRUE,ES,TAXI,,,,,,
34744666,31-01-2019,4.86,7,TRUE,DE,TAXI,,,,,,
6952051,06-08-2013,4.82,2,TRUE,ES,TAXI,,,,,,
1403959,21-06-2012,4.82,2,TRUE,DE,TAXI,,,,,,
32256823,01-10-2018,4.99,15,TRUE,DE,TAXI,,,,,,
14890613,02-10-2015,4.72,0,FALSE,DE,TAXI,,,,,,
14571555,05-08-2015,4.92,4,FALSE,DE,TAXI,,,,,,
35694911,15-02-2019,4.98,0,TRUE,DE,TAXI,,,,,,
197912,06-07-2011,4.88,0,TRUE,DE,TAXI,,,,,,
27458515,20-04-2018,4.8,31,TRUE,DE,TAXI,,,,,,
33946819,20-12-2018,4.89,4,FALSE,ES,TAXI,,,,,,
30897929,25-07-2018,4.86,16,TRUE,DE,TAXI,,,,,,
57986828,04-03-2020,4.83,9,TRUE,DE,TAXI,,,,,,
10499724,28-04-2014,4.82,0,TRUE,ES,TAXI,,,,,,
56147708,17-12-2019,4.74,0,TRUE,DE,PHV,,,,,,
4107362,21-01-2013,4.82,20,TRUE,DE,TAXI,,,,,,
57149872,29-01-2020,4.92,0,TRUE,DE,PHV,,,,,,
53670127,06-09-2019,4.92,1,TRUE,DE,PHV,,,,,,
222755,22-07-2011,4.99,50,TRUE,DE,TAXI,,,,,,
